"Season","Date","Rot","VH","Team","1st","2nd","3rd","4th","Final","Open","Close","ML","2H","dateID","teamID"
200809,1212,701,"V","Atlanta",20,23,32,12,12,195.5,191.5,110,97,"1212",1
200809,1212,702,"H","Miami",25,15,15,18,18,2.5,2,-130,2,"1212",16
200809,1212,703,"V","Philadelphia",25,14,19,14,14,190.5,189,475,94.5,"1212",23
200809,1212,704,"H","Cleveland",25,27,17,19,19,10.5,10.5,-650,2,"1212",6
200809,1212,705,"V","Toronto",24,16,31,30,30,207,206,130,103,"1212",28
200809,1212,706,"H","NewJersey",18,16,19,26,26,3.5,3,-150,3,"1212",18
200809,1212,707,"V","Chicago",30,24,20,22,22,2,3,-150,0.5,"1212",5
200809,1212,708,"H","Memphis",22,30,31,20,20,201.5,200.5,130,101,"1212",15
200809,1212,709,"V","SanAntonio",19,22,25,32,32,7,8,-380,5.5,"1212",27
200809,1212,710,"H","Minnesota",19,22,16,29,29,190.5,192.5,315,96.5,"1212",18
200809,1212,711,"V","NewOrleans",21,19,24,18,18,188.5,189,260,94,"1212",19
200809,1212,712,"H","Boston",21,18,30,25,25,7,7,-320,5.5,"1212",2
200809,1212,713,"V","Indiana",26,31,23,30,30,200,200.5,205,100,"1212",12
200809,1212,714,"H","Detroit",32,31,23,28,28,7,5.5,-245,1.5,"1212",9
200809,1212,715,"V","Orlando",33,28,16,35,35,211,208.5,120,104.5,"1212",22
200809,1212,716,"H","Phoenix",28,32,27,26,26,1,2.5,-140,2.5,"1212",24
200809,1212,717,"V","LAClippers",26,31,20,20,20,188,190.5,335,95.5,"1212",13
200809,1212,718,"H","Portland",32,22,29,14,14,9.5,8.5,-420,6.5,"1212",25
200809,1212,719,"V","Sacramento",27,25,20,31,31,215,214,2300,107.5,"1212",26
200809,1212,720,"H","LALakers",33,19,32,28,28,16.5,17,-3600,10.5,"1212",14
200809,1212,721,"V","Houston",31,30,31,27,27,3,2,-130,106,"1212",11
200809,1212,722,"H","GoldenState",29,21,25,33,33,216.5,212,110,2,"1212",10
200809,1213,501,"V","Cleveland",24,14,28,26,26,5,4,-170,4.5,"1213",6
200809,1213,502,"H","Atlanta",31,16,21,29,29,192,187,150,94.5,"1213",1
200809,1213,503,"V","Detroit",24,27,27,12,12,1.5,1.5,-125,94,"1213",9
200809,1213,504,"H","Charlotte",13,20,23,30,30,186.5,184,105,3.5,"1213",4
200809,1213,505,"V","Washington",20,20,25,24,24,196.5,195.5,185,1,"1213",30
200809,1213,506,"H","Philadelphia",25,26,28,25,25,5.5,5.5,-225,99,"1213",23
200809,1213,507,"V","NewJersey",31,29,20,24,24,207.5,204.5,165,103.5,"1213",18
200809,1213,508,"H","Chicago",22,28,25,38,38,4.5,4.5,-190,4.5,"1213",5
200809,1213,509,"V","Indiana",24,22,37,20,20,207.5,205,158,3.5,"1213",12
200809,1213,510,"H","Milwaukee",33,31,22,35,35,4.5,4,-180,103,"1213",17
200809,1213,511,"V","OklahomaCity",28,26,26,19,19,206,204.5,850,103,"1213",21
200809,1213,512,"H","Dallas",23,27,29,24,24,12.5,13,-1300,10,"1213",7
200809,1213,513,"V","Orlando",25,21,34,23,23,199,202,325,101,"1213",22
200809,1213,514,"H","Utah",26,30,12,26,26,5.5,7.5,-400,1.5,"1213",29
200809,1213,515,"V","GoldenState",22,29,23,31,31,226,230,1500,112,"1213",10
200809,1213,516,"H","Denver",36,29,34,24,24,14.5,15.5,-3000,5,"1213",8
200809,1213,517,"V","NewYork",43,26,24,21,21,219,218.5,105,109,"1213",20
200809,1213,518,"H","Sacramento",21,24,26,19,19,2.5,1.5,-125,5,"1213",26
200809,1213,519,"V","Houston",22,26,16,18,18,4,4,-175,1.5,"1213",11
200809,1213,520,"H","LAClippers",28,17,25,25,25,192,191,155,94.5,"1213",13
200809,1214,701,"V","NewOrleans",22,29,29,19,19,2,2.5,-140,98,"1214",19
200809,1214,702,"H","Toronto",24,22,26,19,19,192.5,195,120,0.5,"1214",28
200809,1214,703,"V","Miami",22,24,20,20,20,1,2,-130,1.5,"1214",16
200809,1214,704,"H","Memphis",25,21,35,21,21,194.5,193.5,110,96.5,"1214",15
200809,1214,705,"V","OklahomaCity",19,25,25,35,35,197.5,196.5,1750,98.5,"1214",21
200809,1214,706,"H","SanAntonio",39,23,21,26,26,15.5,16.5,-3500,3.5,"1214",27
200809,1214,707,"V","Minnesota",18,19,25,24,24,209,210,1750,106.5,"1214",18
200809,1214,708,"H","LALakers",20,22,27,29,29,15.5,15.5,-3500,8.5,"1214",14
200809,1215,501,"V","NewJersey",20,26,17,31,31,202,203.5,160,103.5,"1215",18
200809,1215,502,"H","Toronto",28,18,24,17,17,5,4.5,-180,3,"1215",28
200809,1215,503,"V","Indiana",33,29,25,31,31,210,212,100,105.5,"1215",12
200809,1215,504,"H","Washington",27,21,35,15,15,2,1,-110,2.5,"1215",30
200809,1215,505,"V","Charlotte",27,21,20,11,11,181.5,185.5,340,93,"1215",4
200809,1215,506,"H","Atlanta",23,19,26,15,15,7.5,8.5,-440,8,"1215",1
200809,1215,507,"V","Milwaukee",27,29,21,21,21,197,197.5,140,99.5,"1215",17
200809,1215,508,"H","Miami",18,18,29,18,18,5,3.5,-160,6,"1215",16
200809,1215,509,"V","Utah",16,27,22,26,26,193.5,191,450,97.5,"1215",29
200809,1215,510,"H","Boston",28,15,26,31,31,8.5,10,-600,7,"1215",2
200809,1215,511,"V","Denver",27,29,19,23,23,209,210.5,120,104.5,"1215",8
200809,1215,512,"H","Dallas",15,28,28,17,17,2,2.5,-140,5.5,"1215",7
200809,1215,513,"V","NewYork",21,30,30,22,22,223,226,330,111.5,"1215",20
200809,1215,514,"H","Phoenix",32,30,29,20,20,9,8.5,-420,2,"1215",24
200809,1215,515,"V","Minnesota",26,24,17,36,36,203,200,160,104,"1215",18
200809,1215,516,"H","Sacramento",20,33,33,32,32,4,4.5,-180,1.5,"1215",26
200809,1215,517,"V","Orlando",21,25,31,32,32,1.5,4,-170,0.5,"1215",22
200809,1215,518,"H","GoldenState",20,20,27,31,31,221.5,221,150,109,"1215",10
200809,1216,701,"V","Chicago",25,20,18,31,31,2,3,-155,1,"1216",5
200809,1216,702,"H","Charlotte",16,26,25,27,27,189.5,188,135,94.5,"1216",4
200809,1216,703,"V","NewOrleans",26,23,12,30,30,4.5,7.5,-320,2.5,"1216",19
200809,1216,704,"H","Memphis",11,31,18,24,24,192,194,260,96.5,"1216",15
200809,1216,705,"V","LAClippers",28,22,20,28,28,4.5,5,-200,2.5,"1216",13
200809,1216,706,"H","OklahomaCity",16,32,17,23,23,198,199.5,170,97.5,"1216",21
200809,1216,707,"V","Denver",25,36,18,17,17,200,201,150,98,"1216",8
200809,1216,708,"H","Houston",30,26,29,23,23,3,4,-170,4,"1216",11
200809,1216,709,"V","Sacramento",27,15,18,17,17,199,200,650,99.5,"1216",26
200809,1216,710,"H","Portland",28,26,27,28,28,11.5,12,-900,3.5,"1216",25
200809,1216,711,"V","NewYork",37,28,23,26,26,225,221,750,110,"1216",20
200809,1216,712,"H","LALakers",26,24,34,32,32,13,13,-1050,12,"1216",14
200809,1217,501,"V","Milwaukee",26,27,20,15,15,193.5,193,145,96,"1217",17
200809,1217,502,"H","Philadelphia",24,22,21,26,26,4.5,3.5,-165,3.5,"1217",23
200809,1217,503,"V","Boston",22,20,17,29,29,5,4.5,-170,3.5,"1217",2
200809,1217,504,"H","Atlanta",21,22,19,23,23,186,186.5,150,93,"1217",1
200809,1217,505,"V","GoldenState",29,33,31,27,27,229,226.5,220,111.5,"1217",10
200809,1217,506,"H","Indiana",40,28,27,32,32,7.5,6,-260,1.5,"1217",12
200809,1217,507,"V","Dallas",21,23,25,27,27,1,2.5,-140,2.5,"1217",7
200809,1217,508,"H","Toronto",33,16,14,23,23,198,198,120,97,"1217",28
200809,1217,509,"V","Utah",7,24,32,40,40,2.5,2.5,-135,3.5,"1217",29
200809,1217,510,"H","NewJersey",27,12,30,23,23,199.5,199,115,103,"1217",18
200809,1217,511,"V","Washington",21,13,24,16,16,199,200,450,100.5,"1217",30
200809,1217,512,"H","Detroit",23,21,17,27,27,9.5,9.5,-600,2.5,"1217",9
200809,1217,513,"V","Cleveland",24,20,19,30,30,9.5,10,-650,4,"1217",6
200809,1217,514,"H","Minnesota",21,17,18,14,14,188,188.5,475,94.5,"1217",18
200809,1217,515,"V","LAClippers",26,21,33,26,26,198.5,194.5,110,2,"1217",13
200809,1217,516,"H","Chicago",26,30,21,29,29,5.5,2,-130,96,"1217",5
200809,1217,517,"V","SanAntonio",15,27,28,13,13,186.5,184.5,110,93.5,"1217",27
200809,1217,518,"H","NewOrleans",14,23,26,27,27,2.5,1.5,-130,2.5,"1217",19
200809,1218,701,"V","SanAntonio",13,16,23,26,26,192.5,192,120,3.5,"1218",27
200809,1218,702,"H","Orlando",19,25,21,25,25,3.5,2.5,-140,98.5,"1218",22
200809,1218,703,"V","Phoenix",28,38,27,26,26,202,203.5,160,104.5,"1218",24
200809,1218,704,"H","Portland",31,28,39,26,26,5,4.5,-180,3.5,"1218",25
200809,1219,501,"V","LAClippers",18,30,22,27,27,207,3.5,-160,3.5,"1219",13
200809,1219,502,"H","Indiana",25,24,20,28,28,3,202.5,140,98.5,"1219",12
200809,1219,503,"V","Philadelphia",27,29,28,25,25,1,1.5,-117,1,"1219",23
200809,1219,504,"H","Washington",28,29,29,17,17,191,194,107,99,"1219",30
200809,1219,505,"V","GoldenState",21,33,27,18,18,212.5,217,500,106.5,"1219",10
200809,1219,506,"H","Atlanta",31,21,27,36,36,10,11,-700,8,"1219",1
200809,1219,507,"V","Chicago",21,34,27,26,26,195.5,196,675,97.5,"1219",5
200809,1219,508,"H","Boston",31,26,41,28,28,12.5,12,-950,7.5,"1219",2
200809,1219,509,"V","Dallas",30,21,26,20,20,4.5,3.5,-160,5.5,"1219",7
200809,1219,510,"H","NewJersey",33,31,26,31,31,198.5,199,140,100.5,"1219",18
200809,1219,511,"V","Milwaukee",24,29,30,22,22,214.5,216,165,106.5,"1219",17
200809,1219,512,"H","NewYork",15,22,26,18,18,2.5,5,-190,7,"1219",20
200809,1219,513,"V","Utah",19,24,26,29,29,192,191,140,99,"1219",29
200809,1219,514,"H","Detroit",29,19,22,28,28,2.5,3.5,-160,1,"1219",9
200809,1219,515,"V","Charlotte",36,22,28,26,26,184.5,182.5,145,91.5,"1219",4
200809,1219,516,"H","Memphis",26,18,16,23,23,3,4,-165,6,"1219",15
200809,1219,517,"V","LALakers",26,20,17,24,24,7,8,-380,5.5,"1219",14
200809,1219,518,"H","Miami",26,20,29,14,14,205,203,310,100.5,"1219",16
200809,1219,519,"V","Toronto",17,19,23,24,24,6,6,-250,5.5,"1219",28
200809,1219,520,"H","OklahomaCity",26,20,22,23,23,201,199.5,210,99,"1219",21
200809,1219,521,"V","Sacramento",33,22,18,23,23,201,204.5,1000,103,"1219",26
200809,1219,522,"H","Houston",30,25,27,25,25,13,13,-1400,8.5,"1219",11
200809,1219,523,"V","Cleveland",37,27,20,21,21,197,197,110,101.5,"1219",6
200809,1219,524,"H","Denver",21,32,12,23,23,1,2,-130,4.5,"1219",8
200809,1220,701,"V","GoldenState",27,29,31,23,23,208,207.5,220,103,"1220",10
200809,1220,702,"H","Charlotte",29,27,23,24,24,8.5,6,-260,4,"1220",4
200809,1220,703,"V","LALakers",24,34,26,19,19,1.5,1.5,-125,103.5,"1220",14
200809,1220,704,"H","Orlando",23,26,36,21,21,205.5,206,105,2,"1220",22
200809,1220,705,"V","Indiana",16,28,25,26,26,198,201,500,98,"1220",12
200809,1220,706,"H","Philadelphia",29,19,25,21,21,10.5,10.5,-700,5,"1220",23
200809,1220,707,"V","Sacramento",21,25,17,27,27,197.5,196,1500,97,"1220",26
200809,1220,708,"H","NewOrleans",29,17,26,27,27,15.5,15.5,-3000,9.5,"1220",19
200809,1220,709,"V","Miami",27,35,18,26,26,195.5,195,165,99,"1220",16
200809,1220,710,"H","NewJersey",29,27,21,26,26,3,5,-185,4,"1220",18
200809,1220,711,"V","Houston",30,30,22,27,27,6.5,5,-240,95,"1220",11
200809,1220,712,"H","Minnesota",32,19,20,31,31,192,192,200,,"1220",18
200809,1220,713,"V","Utah",29,23,27,19,19,199,2.5,-140,1,"1220",29
200809,1220,714,"H","Chicago",27,24,27,28,28,,203.5,120,106.5,"1220",5
200809,1220,715,"V","LAClippers",15,17,26,27,27,193,193,200,4,"1220",13
200809,1220,716,"H","Milwaukee",37,25,31,26,26,4.5,5.5,-240,94.5,"1220",17
200809,1220,717,"V","Toronto",25,23,25,24,24,187.5,185,400,92.5,"1220",28
200809,1220,718,"H","SanAntonio",20,36,28,23,23,10.5,10,-600,3,"1220",27
200809,1220,719,"V","Denver",28,30,24,19,19,222,222,200,108.5,"1220",8
200809,1220,720,"H","Phoenix",29,29,27,23,23,4.5,6,-240,4,"1220",24
200809,1221,501,"V","Detroit",25,16,22,15,15,186.5,187,170,1.5,"1221",9
200809,1221,502,"H","Atlanta",22,30,17,16,16,3.5,4.5,-200,94.5,"1221",1
200809,1221,503,"V","NewYork",21,37,29,18,18,209,208.5,950,105,"1221",20
200809,1221,504,"H","Boston",40,26,32,26,26,14.5,13,-1500,5,"1221",2
200809,1221,505,"V","Dallas",22,20,28,27,27,6,6.5,-260,5,"1221",7
200809,1221,506,"H","Washington",21,23,24,18,18,200.5,201,220,99.5,"1221",30
200809,1221,507,"V","Cleveland",27,25,30,20,20,13.5,13,-1500,6.5,"1221",6
200809,1221,508,"H","OklahomaCity",25,22,25,19,19,191,194.5,950,97.5,"1221",21
200809,1222,701,"V","GoldenState",16,29,21,15,15,219,220,700,108,"1222",10
200809,1222,702,"H","Orlando",25,28,34,26,26,12.5,11.5,-1000,4,"1222",22
200809,1222,703,"V","Houston",29,32,25,28,28,3.5,6.5,-240,97,"1222",11
200809,1222,704,"H","NewJersey",13,27,25,26,26,197.5,198,200,2.5,"1222",18
200809,1222,705,"V","LALakers",25,24,28,28,28,10.5,12,-1000,11,"1222",14
200809,1222,706,"H","Memphis",25,32,23,16,16,203.5,206.5,700,104,"1222",15
200809,1222,707,"V","Sacramento",22,23,16,24,24,196,197,900,97.5,"1222",26
200809,1222,708,"H","SanAntonio",33,29,18,21,21,13,13,-1400,2.5,"1222",27
200809,1222,709,"V","Portland",27,20,28,14,14,202,199,130,1,"1222",25
200809,1222,710,"H","Denver",29,24,25,19,19,3.5,3,-150,100,"1222",8
200809,1222,711,"V","Toronto",25,26,18,28,28,192,1,-125,95,"1222",28
200809,1222,712,"H","LAClippers",18,14,28,15,15,2.5,189.5,105,3.5,"1222",13
200809,1223,501,"V","OklahomaCity",24,19,25,20,20,193,193,700,97,"1223",21
200809,1223,502,"H","Atlanta",23,22,24,30,30,12,12,-1000,6.5,"1223",1
200809,1223,503,"V","NewJersey",30,26,27,25,25,210.5,209.5,135,105.5,"1223",18
200809,1223,504,"H","Indiana",30,27,24,26,26,3.5,3,-155,1.5,"1223",12
200809,1223,505,"V","Houston",23,24,19,24,24,186.5,186.5,280,91.5,"1223",11
200809,1223,506,"H","Cleveland",26,21,26,26,26,7.5,7.5,-340,4.5,"1223",6
200809,1223,507,"V","Washington",18,18,17,19,19,191,189,220,96,"1223",30
200809,1223,508,"H","Charlotte",26,10,19,25,25,6.5,5.5,-260,4,"1223",4
200809,1223,509,"V","Philadelphia",25,19,22,25,25,192,191.5,900,95,"1223",23
200809,1223,510,"H","Boston",29,29,20,32,32,13,13,-1400,3,"1223",2
200809,1223,511,"V","GoldenState",24,17,15,32,32,216,212.5,400,103,"1223",10
200809,1223,512,"H","Miami",21,26,20,29,29,8,10,-600,4,"1223",16
200809,1223,513,"V","LALakers",24,32,24,20,20,195,195.5,120,97,"1223",14
200809,1223,514,"H","NewOrleans",20,17,27,23,23,3,2,-140,5.5,"1223",19
200809,1223,515,"V","Chicago",19,26,24,29,29,199.5,200,250,100.5,"1223",5
200809,1223,516,"H","Detroit",32,26,22,24,24,6.5,7,-300,,"1223",9
200809,1223,517,"V","Utah",18,20,26,22,22,1,196.5,120,2.5,"1223",29
200809,1223,518,"H","Milwaukee",26,24,19,25,25,198,2.5,-140,102.5,"1223",17
200809,1223,519,"V","Memphis",12,20,28,22,22,197,198.5,600,100.5,"1223",15
200809,1223,520,"H","Dallas",22,20,28,30,30,12,10.5,-900,3.5,"1223",7
200809,1223,521,"V","Minnesota",21,19,27,26,26,191,192.5,800,99.5,"1223",18
200809,1223,522,"H","SanAntonio",30,18,35,16,16,13,12,-1200,4.5,"1223",27
200809,1223,523,"V","Denver",25,17,24,26,26,199,196,320,95.5,"1223",8
200809,1223,524,"H","Portland",25,22,20,34,34,8,8,-400,3.5,"1223",25
200809,1225,701,"V","NewOrleans",14,17,24,13,13,191.5,190,175,5,"1225",19
200809,1225,702,"H","Orlando",29,32,13,14,14,5.5,5,-210,96,"1225",22
200809,1225,703,"V","SanAntonio",18,21,32,20,20,200.5,201,125,0.5,"1225",27
200809,1225,704,"H","Phoenix",27,18,31,14,14,2.5,2.5,-145,102.5,"1225",24
200809,1225,705,"V","Boston",24,21,22,16,16,200,202,110,1,"1225",2
200809,1225,706,"H","LALakers",23,28,20,21,21,2.5,2,-130,101.5,"1225",14
200809,1225,707,"V","Washington",25,22,24,18,18,190.5,194.5,1500,99.5,"1225",30
200809,1225,708,"H","Cleveland",22,27,19,25,25,14.5,16,-2600,10,"1225",6
200809,1225,709,"V","Dallas",33,26,18,25,25,192.5,192,175,97.5,"1225",7
200809,1225,710,"H","Portland",29,26,25,14,14,4,5,-210,4.5,"1225",25
200809,1226,501,"V","Chicago",21,24,19,13,13,199.5,196.5,200,98,"1226",5
200809,1226,502,"H","Miami",18,22,24,26,26,4.5,5.5,-240,4,"1226",16
200809,1226,503,"V","Minnesota",25,38,31,26,26,213,215,290,111.5,"1226",18
200809,1226,504,"H","NewYork",30,25,20,32,32,6.5,8,-350,7,"1226",20
200809,1226,505,"V","Charlotte",23,27,23,22,22,192,191,165,95.5,"1226",4
200809,1226,506,"H","NewJersey",21,20,24,22,22,4.5,4.5,-190,4.5,"1226",18
200809,1226,507,"V","Indiana",36,32,19,18,18,204.5,204.5,110,101.5,"1226",12
200809,1226,508,"H","Memphis",23,36,27,22,22,1.5,1,-130,3.5,"1226",15
200809,1226,509,"V","Houston",18,26,20,15,15,185,184.5,125,91.5,"1226",11
200809,1226,510,"H","NewOrleans",23,23,20,22,22,2,2.5,-145,0.5,"1226",19
200809,1226,511,"V","OklahomaCity",17,27,19,25,25,198,195,550,99.5,"1226",21
200809,1226,512,"H","Detroit",19,27,20,24,24,10,11,-750,6.5,"1226",9
200809,1226,513,"V","Dallas",24,20,20,24,24,195,194.5,110,1.5,"1226",7
200809,1226,514,"H","Utah",25,28,23,21,21,4.5,2,-130,96,"1226",29
200809,1226,515,"V","Philadelphia",21,31,27,22,22,197.5,197,240,98.5,"1226",23
200809,1226,516,"H","Denver",21,28,19,37,37,7,6.5,-280,6,"1226",8
200809,1226,517,"V","Toronto",30,21,34,22,22,2,3.5,-155,3,"1226",28
200809,1226,518,"H","Sacramento",26,30,26,19,19,198.5,197,135,98.5,"1226",26
200809,1226,519,"V","Boston",29,22,21,17,17,10,11.5,-900,3,"1226",2
200809,1226,520,"H","GoldenState",19,20,25,35,35,211.5,210,650,104,"1226",10
200809,1227,701,"V","Chicago",35,28,32,22,22,194.5,193,400,97.5,"1227",5
200809,1227,702,"H","Atlanta",32,36,30,31,31,10,10,-600,4,"1227",1
200809,1227,703,"V","OklahomaCity",31,23,22,19,19,196.5,195.5,210,99.5,"1227",21
200809,1227,704,"H","Washington",33,23,20,28,28,6,6,-250,3,"1227",30
200809,1227,705,"V","NewJersey",22,25,25,24,24,191.5,188.5,110,97,"1227",18
200809,1227,706,"H","Charlotte",26,21,19,30,30,3.5,2,-130,,"1227",4
200809,1227,707,"V","Orlando",31,22,26,39,39,9,10,-600,7,"1227",22
200809,1227,708,"H","Minnesota",22,33,19,20,20,194,194,400,96.5,"1227",18
200809,1227,709,"V","Detroit",27,19,27,14,14,190,189.5,200,95.5,"1227",9
200809,1227,710,"H","Milwaukee",21,23,11,21,21,4.5,6,-240,5,"1227",17
200809,1227,711,"V","Memphis",18,31,17,24,24,191,191,900,98,"1227",15
200809,1227,712,"H","SanAntonio",23,19,24,24,24,13,13,-1500,11,"1227",27
200809,1227,713,"V","Utah",24,19,27,26,26,192.5,191,350,97,"1227",29
200809,1227,714,"H","Houston",34,22,24,16,16,9,9,-500,1,"1227",11
200809,1227,715,"V","Toronto",28,29,10,22,22,191,190.5,310,95,"1227",28
200809,1227,716,"H","Portland",26,23,20,33,33,8.5,8,-380,5.5,"1227",25
200809,1228,501,"V","Denver",27,39,27,24,24,4,4.5,-185,108.5,"1228",8
200809,1228,502,"H","NewYork",27,29,33,21,21,219.5,220.5,160,0.5,"1228",20
200809,1228,503,"V","Dallas",24,21,31,22,22,185,1,-120,90.5,"1228",7
200809,1228,504,"H","LAClippers",13,21,27,15,15,1,184.5,100,3,"1228",13
200809,1228,505,"V","Miami",22,20,25,19,19,185,187,600,92.5,"1228",16
200809,1228,506,"H","Cleveland",22,22,14,35,35,10.5,11,-800,7,"1228",6
200809,1228,507,"V","NewOrleans",27,22,27,29,29,4,6,-240,4.5,"1228",19
200809,1228,508,"H","Indiana",29,27,19,28,28,194,194.5,200,97,"1228",12
200809,1228,509,"V","Boston",23,36,25,24,24,12,12.5,-1200,97,"1228",2
200809,1228,510,"H","Sacramento",17,17,14,15,15,198.5,196.5,850,0.5,"1228",26
200809,1228,511,"V","GoldenState",27,31,27,28,28,219,218,1200,107.5,"1228",10
200809,1228,512,"H","LALakers",34,31,37,28,28,15,14.5,-1800,7.5,"1228",14
200809,1229,701,"V","Denver",24,29,18,20,20,200.5,199,175,95.5,"1229",8
200809,1229,702,"H","Atlanta",29,25,24,31,31,5,5,-210,3,"1229",1
200809,1229,703,"V","Chicago",32,22,16,30,30,209.5,209.5,170,104.5,"1229",5
200809,1229,704,"H","NewJersey",20,29,23,15,15,5.5,4.5,-200,4,"1229",18
200809,1229,705,"V","Orlando",19,24,23,16,16,2.5,3.5,-165,4,"1229",22
200809,1229,706,"H","Detroit",24,28,18,18,18,187.5,185,145,93,"1229",9
200809,1229,707,"V","Phoenix",34,26,32,18,18,9,9.5,-600,3,"1229",24
200809,1229,708,"H","OklahomaCity",34,21,32,15,15,208,210.5,400,103.5,"1229",21
200809,1229,709,"V","Memphis",19,20,26,24,24,196.5,196,115,99.5,"1229",15
200809,1229,710,"H","Minnesota",24,8,29,28,28,2.5,2,-135,3.5,"1229",18
200809,1229,711,"V","Washington",21,24,27,17,17,189,190.5,1000,95.5,"1229",30
200809,1229,712,"H","Houston",22,14,26,25,25,12.5,14,-1600,11.5,"1229",11
200809,1229,713,"V","Philadelphia",20,23,21,31,31,191.5,193.5,240,96.5,"1229",23
200809,1229,714,"H","Utah",24,27,28,33,33,6.5,6.5,-280,1.5,"1229",29
200809,1229,715,"V","Toronto",29,23,27,32,32,1,1.5,-125,3.5,"1229",28
200809,1229,716,"H","GoldenState",28,32,26,31,31,211,210.5,105,106.5,"1229",10
200809,1230,501,"V","NewYork",36,20,18,19,19,207,205,165,103,"1230",20
200809,1230,502,"H","Charlotte",25,23,20,21,21,5,4.5,-190,4.5,"1230",4
200809,1230,503,"V","Atlanta",26,24,35,25,25,206,206,-110,103.5,"1230",1
200809,1230,504,"H","Indiana",25,21,37,21,21,1,1,-110,1.5,"1230",12
200809,1230,505,"V","Cleveland",19,15,33,28,28,5,5.5,-220,7,"1230",6
200809,1230,506,"H","Miami",26,24,24,30,30,182.5,183,180,91.5,"1230",16
200809,1230,507,"V","Washington",17,29,17,22,22,184,183.5,1075,93,"1230",30
200809,1230,508,"H","NewOrleans",25,21,22,29,29,15.5,14.5,-1650,8.5,"1230",19
200809,1230,509,"V","Phoenix",21,25,24,31,31,2.5,4,-175,4.5,"1230",24
200809,1230,510,"H","Memphis",27,22,29,11,11,202,202.5,155,100,"1230",15
200809,1230,511,"V","Milwaukee",31,20,29,20,20,187.5,187,295,94.5,"1230",17
200809,1230,512,"H","SanAntonio",26,23,25,24,24,8,7.5,-355,6.5,"1230",27
200809,1230,513,"V","Minnesota",27,35,22,16,16,197,196.5,975,102,"1230",18
200809,1230,514,"H","Dallas",20,20,33,34,34,12.5,13.5,-1375,13,"1230",7
200809,1230,515,"V","LAClippers",12,29,32,17,17,191.5,194,130,1,"1230",13
200809,1230,516,"H","Sacramento",27,22,23,20,20,1.5,3,-150,96.5,"1230",26
200809,1230,517,"V","Boston",23,22,19,22,22,4,6.5,-260,2.5,"1230",2
200809,1230,518,"H","Portland",13,27,24,27,27,186,183,220,90.5,"1230",25
200809,1231,701,"V","Orlando",33,32,23,25,25,6.5,5.5,-230,98,"1231",22
200809,1231,702,"H","Chicago",17,21,22,34,34,202,201.5,190,3.5,"1231",5
200809,1231,703,"V","NewJersey",18,11,23,23,23,188.5,188,250,91,"1231",18
200809,1231,704,"H","Detroit",22,18,22,21,21,5.5,7,-300,1,"1231",9
200809,1231,705,"V","Milwaukee",22,14,24,21,21,189,189.5,318,93.5,"1231",17
200809,1231,706,"H","Houston",27,20,18,20,20,8.5,8,-385,1.5,"1231",11
200809,1231,707,"V","Denver",29,24,32,29,29,1,3,-155,0.5,"1231",8
200809,1231,708,"H","Toronto",31,19,27,30,30,202.5,200,135,96.5,"1231",28
200809,1231,709,"V","GoldenState",28,27,15,30,30,2.5,2,-130,108,"1231",10
200809,1231,710,"H","OklahomaCity",22,29,27,29,29,217.5,219.5,110,,"1231",21
200809,1231,711,"V","Philadelphia",26,24,19,31,31,3,3.5,-165,1,"1231",23
200809,1231,712,"H","LAClippers",27,20,18,27,27,189,186.5,145,93.5,"1231",13
200809,102,701,"V","Houston",14,24,11,24,24,3.5,5,-210,5,"0102",11
200809,102,702,"H","Toronto",25,23,20,26,26,190,190.5,175,93.5,"0102",28
200809,102,703,"V","Miami",21,23,21,11,11,188.5,190,320,94.5,"0102",16
200809,102,704,"H","Orlando",24,21,22,19,19,8.5,8.5,-400,5,"0102",22
200809,102,705,"V","Washington",14,20,21,28,28,190,189.5,1000,96,"0102",30
200809,102,706,"H","Boston",28,30,28,22,22,15,14,-1800,2.5,"0102",2
200809,102,707,"V","Indiana",27,26,30,22,22,226.5,227,120,111,"0102",12
200809,102,708,"H","NewYork",23,21,33,26,26,2.5,2.5,-140,3.5,"0102",20
200809,102,709,"V","Chicago",17,30,25,20,20,197.5,197,700,97.5,"0102",5
200809,102,710,"H","Cleveland",32,29,28,28,28,12.5,12,-1000,2.5,"0102",6
200809,102,711,"V","Atlanta",21,28,20,16,16,3.5,4.5,-175,100,"0102",1
200809,102,712,"H","NewJersey",16,13,32,24,24,198.5,197.5,155,2.5,"0102",18
200809,102,713,"V","GoldenState",26,31,27,24,24,217.5,217,115,107.5,"0102",10
200809,102,714,"H","Minnesota",32,26,33,24,24,2,2.5,-135,1,"0102",18
200809,102,715,"V","Denver",32,21,36,33,33,8,8.5,-400,7.5,"0102",8
200809,102,716,"H","OklahomaCity",26,38,32,24,24,209.5,206.5,320,100.5,"0102",21
200809,102,717,"V","Sacramento",18,26,22,26,26,188.5,187.5,325,94,"0102",26
200809,102,718,"H","Detroit",29,16,28,25,25,8.5,9,-450,5,"0102",9
200809,102,719,"V","SanAntonio",28,16,23,24,24,7,8,-360,3.5,"0102",27
200809,102,720,"H","Memphis",20,20,16,24,24,187,185.5,300,94.5,"0102",15
200809,102,721,"V","Philadelphia",20,24,22,20,20,194.5,195.5,310,97,"0102",23
200809,102,722,"H","Dallas",16,24,24,32,32,7.5,8,-380,7,"0102",7
